site,physical_net_$M,virtual_floating_$M,virtual_breakeven_$M,virtual_net_@$3M_$M,phys_minus_virt_$M
HOUSTON,-2.198317351440297,1.2655044509252928,1.2655044509252928,-1.7344955490747072,-0.46382180236559
WEST,-2.198317351440297,1.504005654172119,1.504005654172119,-1.495994345827881,-0.7023230056124161
