mw_reserved,base_mean_$M,base_std_$M,lease_at_default_$M,net_at_default_K_mean_$M,solve_s
0.0,19748.92748854285,2.601694479015842,0.0,19748.92748854285,0.0
20.0,19749.521154567617,2.4607035538532553,0.96,19748.561154567622,9.501920938491821
40.0,19750.113366590253,2.321575081812542,1.92,19748.193366590254,10.892667293548584
60.0,19750.703811435473,2.18474648120342,2.88,19747.823811435475,9.606689214706421
80.0,19751.292064265523,2.051069102912625,3.84,19747.452064265522,10.423996925354004
100.0,19751.87740385722,1.9216010702568576,4.8,19747.077403857224,9.596734762191772
