site,x,freq,floating_mean_$M,floating_std_$M,floating_p05_$M,floating_p95_$M,breakeven_fixed_$M,fixed_payment_$M,net_at_physical_$M
HOUSTON,4,D,1.6062209616181642,0.09323788545855799,1.4765563774832156,1.7390670275152589,1.6062209616181642,3.0,-1.3937790383818358
WEST,4,D,1.8646975799064944,0.11525550536973593,1.674202314743805,2.025374603345642,1.8646975799064944,3.0,-1.1353024200935056
