scenario,use_toll,bess_sites,mean_$M,std_$M,p05_$M,p95_$M
LMP only,False,,36373.98999449444,2.601694479017803,36370.49888138415,36377.619142104915
LMP + BESS West,False,WEST,36373.02976311912,2.4977836799644253,36369.64596257774,36376.47882914136
LMP + BESS Houston,False,HOUSTON,36372.75838553689,2.5107224406410245,36369.363303165075,36376.23226536332
LMP + toll,True,,36372.139909808815,1.9216010702582964,36369.50605281026,36374.78038887017
LMP + BESS both,False,"HOUSTON,WEST",36371.79815416156,2.40677069021606,36368.51038435868,36375.08514050981
LMP + toll + BESS West,True,WEST,36371.179678433495,1.8161413075905504,36368.67713826287,36373.68075059037
LMP + toll + BESS Houston,True,HOUSTON,36370.90830085125,1.8348857582382427,36368.341588926516,36373.47548151956
LMP + toll + BESS both,True,"HOUSTON,WEST",36369.94806947593,1.7295470948472658,36367.5328018682,36372.34377213151
