cadence,mean_$M,std_$M,p05_$M,p95_$M
90d,36369.94806947593,1.7295470948472658,36367.5328018682,36372.34377213151
85d,35584.47691473472,1.7295470948471379,35582.061647126975,35586.87261739029
75d,34140.19718888303,1.7295470948458562,34137.781921275295,34142.5928915386
74d,33973.87821467076,1.729547094846752,33971.462947063024,33976.27391732633
63d,31871.193866676633,1.729547094846951,31868.7785990689,31873.589569332205
60d,31206.91317038887,1.729547094847393,31204.497902781135,31209.308873044447
45d,27064.754654203945,1.7295470948467249,27062.339386596217,27067.15035685952
30d,19744.88556352434,1.729547094846794,19742.470295916606,19747.281266179918
25d,15643.393499409558,1.729547094847272,15640.97823180182,15645.789202065132
