scenario,mean_$M,std_$M,p05_$M,p95_$M,rev_bess_$M,lmp_cost_$M,toll_cost_$M,toll_lease_$M,bess_ch_$M,bess_lease_$M,ch_mwh,dis_dc_mwh,dis_grid_mwh,solve_s
LMP only,19748.92748854285,2.601694479015842,19745.43637543256,19752.556636153324,0.0,37.410969714613195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.543456792831421
LMP + toll,19747.077403857224,1.9216010702568578,19744.44354685867,19749.71788291858,0.0,29.71390602295393,4.747148377286305,4.800000000000001,0.0,0.0,0.0,0.0,0.0,11.239313840866089
LMP + BESS Houston,19747.695879585288,2.510722440639723,19744.300797213484,19751.16975941172,2.2860387625852834,36.40428374242301,0.0,0.0,1.5243336923364381,3.0,56654.757275818,13653.2915399,38469.085187186,13.250508546829224
LMP + BESS West,19747.96725716753,2.497783679963255,19744.583456626162,19751.416323189762,2.459389351421763,36.293093819595576,0.0,0.0,1.5374966217588857,3.0,59173.37458092599,14394.478097000001,40045.0265505,12.113646268844604
LMP + BESS both,19746.73564820997,2.4067706902145876,19743.447878407085,19750.022634558198,5.1619167154547485,35.702896448853096,0.0,0.0,3.0618303140953236,6.0,115828.131856744,22005.77279604,84556.10857854602,16.49174976348877
LMP + toll + BESS Houston,19745.845794899662,1.8348857582369893,19743.279082974932,19748.412975567968,3.014952052367259,29.43613334054567,4.747148377286305,4.800000000000001,1.5243336923364341,3.0,56654.75727581796,6956.897712859823,45165.479014226024,13.404176473617554
LMP + toll + BESS West,19746.117172481903,1.816141307589028,19743.61463231128,19748.61824463877,2.458222569471254,28.59486334598581,4.747148377286305,4.800000000000001,1.5374966217588857,3.0,59173.37458092599,14505.750086620003,39933.75456088,13.006448745727539
LMP + toll + BESS both,19744.88556352434,1.729547094846794,19742.470295916606,19747.281266179918,5.78587369197764,28.629789733716674,4.747148377286305,4.800000000000001,3.06183031409532,6.0,115828.13185674396,16226.768280419828,90335.11309416601,17.615679502487183
