site,physical_net_$M,virtual_floating_$M,virtual_breakeven_$M,virtual_net_@$3M_$M,phys_minus_virt_$M
HOUSTON,-1.9499567993202875,1.6062209616181642,1.6062209616181642,-1.3937790383818358,-0.5561777609384517
WEST,-1.9499567993202875,1.8646975799064944,1.8646975799064944,-1.1353024200935056,-0.814654379226782
