cadence,mean_$M,std_$M,p05_$M,p95_$M
90d,36370.13712822667,3.8339303980287425,36361.84396881981,36373.275303295166
85d,35584.66597348546,3.8339303980307915,35576.37281407859,35587.80414855394
75d,34140.386247633774,3.8339303980293735,34132.09308822692,34143.52442270226
74d,33974.067273421504,3.833930398029322,33965.77411401464,33977.20544848999
63d,31871.38292542738,3.8339303980292945,31863.089766020512,31874.521100495862
60d,31207.10222913962,3.8339303980305712,31198.809069732746,31210.240404208103
45d,27064.943712954693,3.833930398030305,27056.650553547828,27068.081888023178
30d,19745.074622275086,3.8339303980298367,19736.781462868217,19748.21279734357
25d,15643.5825581603,3.8339303980299464,15635.289398753433,15646.720733228789
