scenario,use_toll,bess_sites,mean_$M,std_$M,p05_$M,p95_$M
LMP only,False,,36373.450330251566,7.389355297262365,36356.942787885695,36378.672264509165
LMP + BESS West,False,WEST,36372.55093906373,7.03946444678299,36356.7555625604,36377.49112258576
LMP + BESS Houston,False,HOUSTON,36372.27583015039,7.045878868736532,36356.56117381646,36377.25315329211
LMP + toll,True,,36372.211019515686,4.515389015900764,36362.41280821434,36375.77992924989
LMP + BESS both,False,"HOUSTON,WEST",36371.37643896256,6.696176143499635,36356.37394849116,36376.072011368706
LMP + toll + BESS West,True,WEST,36371.31162832785,4.168890169666873,36362.22558288905,36374.6489264963
LMP + toll + BESS Houston,True,HOUSTON,36371.036519414505,4.179143104938538,36362.03119414511,36374.40267465742
LMP + toll + BESS both,True,"HOUSTON,WEST",36370.13712822667,3.8339303980287425,36361.84396881981,36373.275303295166
