scenario,delta_mean,delta_std,delta_p05,delta_p95
LMP only,0.0,0.0,0.0,0.0
LMP + toll,-1.2393107358795532,2.9554158321637125,-2.9969229684733363,5.470020328654936
LMP + BESS Houston,-1.1745001011760905,0.3507293080956876,-1.409945277073166,-0.37544519605435206
LMP + BESS West,-0.8993911878307699,0.3574986084437976,-1.2127320485627933,-0.12888704902507028
LMP + BESS both,-2.073891289007952,0.7026337781208645,-2.59716343854343,-0.5318117578470265
LMP + toll + BESS Houston,-2.413810837056226,3.300326588611185,-4.385009034387804,5.088406259410657
LMP + toll + BESS West,-2.1387019237104687,3.3017733552653628,-4.130762041025628,5.234498148445163
LMP + toll + BESS both,-3.313202024887505,3.647226077937903,-5.528848269484479,4.857172302043545
