site,x,freq,floating_mean_$M,floating_std_$M,floating_p05_$M,floating_p95_$M,breakeven_fixed_$M,fixed_payment_$M,net_at_physical_$M
HOUSTON,4,D,1.6337280987265017,0.2671000275831123,1.4389839493661503,2.278039681666565,1.6337280987265017,3.0,-1.3662719012734983
WEST,4,D,1.8929263039702149,0.27729953142865926,1.6146014006079101,2.5244044744940193,1.8929263039702149,3.0,-1.1070736960297851
