mw_reserved,base_mean_$M,base_std_$M,lease_at_default_$M,net_at_default_K_mean_$M,solve_s
0.0,19748.387824299974,7.389355297263255,0.0,19748.387824299974,0.0
20.0,19749.104467176454,6.8071845841713445,0.96,19748.14446717645,10.639266014099121
40.0,19749.81928903501,6.227539232860698,1.92,19747.899289035016,10.540487051010132
60.0,19750.531922757516,5.651403448143416,2.88,19747.651922757515,10.725317478179932
80.0,19751.242019281246,5.080014726454917,3.84,19747.40201928125,9.37047004699707
100.0,19751.948513564097,4.515389015899184,4.8,19747.148513564094,10.673967599868774
