scenario,mean_$M,std_$M,p05_$M,p95_$M,rev_bess_$M,lmp_cost_$M,toll_cost_$M,toll_lease_$M,bess_ch_$M,bess_lease_$M,ch_mwh,dis_dc_mwh,dis_grid_mwh,solve_s
LMP only,19748.387824299974,7.389355297263255,19731.880281934104,19753.609758557566,0.0,37.950633957488726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.898794889450073
LMP + toll,19747.148513564094,4.515389015899184,19737.35030226276,19750.717423298298,0.0,29.746304256094376,4.643640437274573,4.800000000000001,0.0,0.0,0.0,0.0,0.0,10.567799091339111
LMP + BESS Houston,19747.213324198798,7.0458788687354525,19731.498667864864,19752.190647340514,2.3771932825779825,36.925645248663,0.0,0.0,1.5766820925798473,3.0,56626.148557428,13746.29147416,38349.765232159996,13.549096584320068
LMP + BESS West,19747.488433112143,7.03946444678246,19731.693056608812,19752.428616634166,2.4972540221470982,36.77383029512174,0.0,0.0,1.5734488723457951,3.0,59289.754320019994,14663.435373819999,39883.138633539995,13.765366554260254
LMP + BESS both,19746.313933010966,6.696176143500551,19731.311442539572,19751.00950541711,5.326683216996684,36.20107749856763,0.0,0.0,3.150130964925643,6.0,115915.902877448,22134.567640319998,84508.06307335998,15.443456888198853
LMP + toll + BESS Houston,19745.974013462917,4.179143104937798,19736.968688193516,19749.34016870583,3.124544717312209,29.46866698200282,4.643640437274573,4.800000000000001,1.5766820925798433,3.0,56626.148557427965,7113.084349539834,44982.972356780025,13.306257724761963
LMP + toll + BESS West,19746.249122376263,4.16889016966518,19737.163076937464,19749.58642054472,2.5186693775458435,28.59091594912614,4.643640437274573,4.800000000000001,1.5734488723457951,3.0,59289.754320019994,14578.39275444,39968.18125292,13.288465976715088
LMP + toll + BESS both,19745.074622275086,3.8339303980298367,19736.781462868217,19748.21279734357,5.964412349076553,28.634476929253083,4.643640437274573,4.800000000000001,3.1501309649256393,6.0,115915.90287744795,16278.202924019834,90364.42778966003,17.989065647125244
