cap_label,cap_mwh_per_day,mean_$M,std_$M,delta_vs_lmp_$M,g_toll_total_mwh,toll_cost_$M,toll_lease_$M,binding_frac
peaker (720),720.0,19737.283195707925,35.14264724741053,-0.649707171581249,58647.830776819996,4.092851704168011,4.800000000000001,0.01844549830692054
intermediate (1500),1500.0,19739.101483480918,30.368781096956244,1.168580601409485,72875.14127116,5.56567355892497,4.800000000000001,0.011001681955187198
near-nameplate (2280),2280.0,19740.153224683796,27.282614274300244,2.2203218042835213,75148.87134178,6.304552088570518,4.800000000000001,0.007463775201597461
uncapped (None),inf,19740.255914475587,26.975801936881606,2.3230115960780675,75216.87134178,6.393869989531441,4.800000000000001,
