mw_reserved,base_mean_$M,base_std_$M,lease_at_default_$M,net_at_default_K_mean_$M,solve_s
0.0,19737.93290287951,41.64432846120053,0.0,19737.93290287951,0.0
20.0,19739.360612095446,38.70931711206559,0.96,19738.40061209545,10.683149337768555
40.0,19740.78693692431,35.77468296740708,1.92,19738.866936924314,10.609786987304688
60.0,19742.211752975567,32.840630487465816,2.88,19739.331752975566,10.458389282226562
80.0,19743.634886942287,29.907545209932252,3.84,19739.794886942283,13.55730152130127
100.0,19745.055914475586,26.975801936881606,4.8,19740.255914475587,11.821774244308472
