scenario,use_toll,bess_sites,mean_$M,std_$M,p05_$M,p95_$M
LMP + toll,True,,36365.31842042718,26.975801936880696,36285.763572579424,36375.994591576244
LMP + toll + BESS West,True,WEST,36364.627936543475,25.858666858551796,36288.474523592784,36374.8549686036
LMP + toll + BESS Houston,True,HOUSTON,36364.358777601694,25.85001675853804,36288.1277534855,36374.60936773134
LMP + toll + BESS both,True,"HOUSTON,WEST",36363.668293718,24.732867429163687,36290.84371767144,36373.47335827281
LMP only,False,,36362.995408831106,41.644328461199954,36238.05599168297,36378.86647611676
LMP + BESS West,False,WEST,36362.304924947384,40.52768135105112,36240.68013449101,36377.67670932171
LMP + BESS Houston,False,HOUSTON,36362.035766005625,40.51954000096608,36240.22201238997,36377.43960218957
LMP + BESS both,False,"HOUSTON,WEST",36361.34528212192,39.40292613355161,36242.76684881744,36376.24983539453
