site,x,freq,floating_mean_$M,floating_std_$M,floating_p05_$M,floating_p95_$M,breakeven_fixed_$M,fixed_payment_$M,net_at_physical_$M
HOUSTON,4,D,1.870178468968018,1.0766261557170136,1.431895362407532,4.943474892692566,1.870178468968018,3.0,-1.129821531031982
WEST,4,D,2.127037569756043,1.0723416763969418,1.6066476846878053,5.250704098342285,2.127037569756043,3.0,-0.8729624302439574
