site,physical_net_$M,virtual_floating_$M,virtual_breakeven_$M,virtual_net_@$3M_$M,phys_minus_virt_$M
HOUSTON,-1.8675810752898991,1.870178468968018,1.870178468968018,-1.129821531031982,-0.7377595442579172
WEST,-1.8675810752898991,2.127037569756043,2.127037569756043,-0.8729624302439574,-0.9946186450459418
