scenario,mean_$M,std_$M,p05_$M,p95_$M,rev_bess_$M,lmp_cost_$M,toll_cost_$M,toll_lease_$M,bess_ch_$M,bess_lease_$M,ch_mwh,dis_dc_mwh,dis_grid_mwh,solve_s
LMP only,19737.93290287951,41.64432846120053,19612.99348573138,19753.803970165165,0.0,48.40555537795435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.800034523010254
LMP + toll,19740.255914475587,26.975801936881606,19660.70106662783,19750.932085624656,0.0,34.888673792345244,6.393869989531441,4.800000000000001,0.0,0.0,0.0,0.0,0.0,10.639546632766724
LMP + BESS Houston,19736.97326005403,40.51954000096634,19615.15950643837,19752.377096237975,3.0023209649735545,47.095422326982316,0.0,0.0,2.2720968414232505,3.0,56573.02391474201,13858.80890668,38188.373128354004,17.148034811019897
LMP + BESS West,19737.242418995804,40.527681351053616,19615.61762853941,19752.61420337012,3.2469422248571504,47.100977943985924,0.0,0.0,2.2420035425306826,3.0,59296.77172265001,14350.74740842,40202.282609320006,14.282331228256226
LMP + BESS both,19736.282776170323,39.40292613355412,19617.70434286584,19751.18732944293,6.778938233374135,46.32051993655732,0.0,0.0,4.5141003839539335,6.0,115869.79563739202,22041.47155382,84558.74049895401,18.483204126358032
LMP + toll + BESS Houston,19739.29627165011,25.850016758538715,19663.065247533912,19749.546861779745,4.038410516180474,34.614630292580046,6.393869989531441,4.800000000000001,2.2720968414232474,3.0,56573.02391474196,7059.057622899833,44988.12441213401,16.947912216186523
LMP + toll + BESS West,19739.565430591883,25.858666858552787,19663.41201764119,19749.79246265201,3.1692238389749408,33.50637797249479,6.393869989531441,4.800000000000001,2.2420035425306826,3.0,59296.77172265001,14211.118166205999,40341.911851534,16.956300258636475
LMP + toll + BESS both,19738.605787766402,24.73286742916426,19665.781211719845,19748.410852321213,7.574117395618567,33.598817513192564,6.393869989531441,4.800000000000001,4.51410038395393,6.0,115869.79563739196,16068.029702559834,90532.18235021402,20.69657564163208
