cadence,mean_$M,std_$M,p05_$M,p95_$M
90d,36363.668293718,24.732867429163687,36290.84371767144,36373.47335827281
85d,35578.19713897678,24.73286742916491,35505.37256293022,35588.002203531585
75d,34133.91741312509,24.73286742916489,34061.09283707853,34143.722477679905
74d,33967.59843891282,24.732867429164752,33894.77386286626,33977.403503467634
63d,31864.914090918694,24.732867429164767,31792.08951487214,31874.719155473504
60d,31200.63339463093,24.732867429164514,31127.808818584377,31210.43845918574
45d,27058.474878446013,24.73286742916444,26985.650302399452,27068.27994300082
30d,19738.605787766402,24.73286742916426,19665.781211719845,19748.410852321213
25d,15637.11372365162,24.732867429164784,15564.289147605059,15646.918788206427
