scenario,delta_mean,delta_std,delta_p05,delta_p95
LMP only,0.0,0.0,0.0,0.0
LMP + toll,-1.9149021067145804,0.7850714557746035,-2.8994987656231386,-0.7395784748810913
LMP + BESS Houston,-1.2805181405875918,0.10152714360909425,-1.4139256746309912,-1.143227716597903
LMP + BESS West,-1.015168753760372,0.11784163965057422,-1.2083466129144653,-0.8726296574166554
LMP + BESS both,-2.295686894348255,0.2059036705789011,-2.6009242359712514,-2.0368733657740448
LMP + toll + BESS Houston,-3.195420247302827,0.8740190344703733,-4.313536916346675,-1.9112097437835476
LMP + toll + BESS West,-2.930070860475098,0.8742391445754434,-4.063911606171677,-1.6269732139351618
LMP + toll + BESS both,-4.210589001063126,0.9644003693935248,-5.469741250659354,-2.798604482837982
