cadence,mean_$M,std_$M,p05_$M,p95_$M
90d,36370.99544703018,1.7043803610415187,36368.60862093527,36373.354735939705
85d,35585.52429228896,1.7043803610405048,35583.13746619406,35587.88358119848
75d,34141.24456643728,1.7043803610404065,34138.85774034237,34143.6038553468
74d,33974.925592225,1.7043803610395374,33972.53876613011,33977.28488113453
63d,31872.24124423088,1.7043803610397772,31869.854418135972,31874.6005331404
60d,31207.96054794312,1.7043803610401973,31205.573721848217,31210.31983685264
45d,27065.802031758194,1.7043803610399588,27063.415205663292,27068.161320667714
30d,19745.93294107859,1.7043803610393107,19743.546114983685,19748.29222998811
25d,15644.440876963805,1.7043803610397315,15642.054050868901,15646.800165873325
