site,physical_net_$M,virtual_floating_$M,virtual_breakeven_$M,virtual_net_@$3M_$M,phys_minus_virt_$M
HOUSTON,-1.968911850264121,1.5617599838020635,1.5617599838020635,-1.4382400161979365,-0.5306718340661845
WEST,-1.968911850264121,1.8128117431404422,1.8128117431404422,-1.1871882568595578,-0.7817235934045632
