scenario,use_toll,bess_sites,mean_$M,std_$M,p05_$M,p95_$M
LMP only,False,,36375.206036031246,2.5753468349755964,36371.745062633825,36378.78695617781
LMP + BESS West,False,WEST,36374.19086727747,2.473093851992783,36370.83661859128,36377.594914493326
LMP + BESS Houston,False,HOUSTON,36373.92551789065,2.4854628173309687,36370.56019038747,36377.35369297814
LMP + toll,True,,36373.291133924526,1.8938004039407879,36370.71267495442,36375.89337916229
LMP + BESS both,False,"HOUSTON,WEST",36372.910349136895,2.3831720888986005,36369.65174634493,36376.15503609428
LMP + toll + BESS West,True,WEST,36372.27596517077,1.7900648282972418,36369.801978406416,36374.73915365177
LMP + toll + BESS Houston,True,HOUSTON,36372.01061578394,1.8079984477128088,36369.508699480866,36374.53971921879
LMP + toll + BESS both,True,"HOUSTON,WEST",36370.99544703018,1.7043803610415187,36368.60862093527,36373.354735939705
