mw_reserved,base_mean_$M,base_std_$M,lease_at_default_$M,net_at_default_K_mean_$M,solve_s
0.0,19750.14353007965,2.5753468349759956,0.0,19750.14353007965,0.0
20.0,19750.724180545345,2.4341945384313672,0.96,19749.764180545346,10.070719718933105
40.0,19751.303392664748,2.2948444875492227,1.92,19749.38339266475,8.802181243896484
60.0,19751.880876998348,2.157733158745043,2.88,19749.000876998347,8.667704820632935
80.0,19752.456184708364,2.023702203712662,3.84,19748.616184708368,9.555539608001709
100.0,19753.028627972937,1.8938004039397345,4.8,19748.22862797294,9.698980331420898
