site,physical_net_$M,virtual_floating_$M,virtual_breakeven_$M,virtual_net_@$3M_$M,phys_minus_virt_$M
HOUSTON,-1.8736019672228155,1.9150412496176763,1.9150412496176763,-1.0849587503823237,-0.7886432168404918
WEST,-1.8736019672228155,2.1794887180837406,2.1794887180837406,-0.8205112819162593,-1.053090685306556
