K_per_kw_month,optimal_mw,optimal_net_mean_$M,optimal_vs_lmp_only,fixed100_net_mean_$M,fixed100_vs_lmp_only,lmp_only_mean_$M
10.24,100.0,36364.32723829299,0.9244576235068962,36364.32723829299,0.9244576235068962,36363.40278066949
10.26,100.0,36364.31523829299,0.9124576235044515,36364.31523829299,0.9124576235044515,36363.40278066949
10.28,100.0,36364.303238292996,0.9004576235092827,36364.303238292996,0.9004576235092827,36363.40278066949
10.3,100.0,36364.29123829299,0.888457623506838,36364.29123829299,0.888457623506838,36363.40278066949
10.32,100.0,36364.27923829299,0.8764576235043933,36364.27923829299,0.8764576235043933,36363.40278066949
10.34,100.0,36364.267238292996,0.8644576235092245,36364.267238292996,0.8644576235092245,36363.40278066949
10.36,100.0,36364.25523829299,0.8524576235067798,36364.25523829299,0.8524576235067798,36363.40278066949
10.38,100.0,36364.24323829299,0.8404576235043351,36364.24323829299,0.8404576235043351,36363.40278066949
10.4,100.0,36364.231238292996,0.8284576235091663,36364.231238292996,0.8284576235091663,36363.40278066949
10.42,100.0,36364.21923829299,0.8164576235067216,36364.21923829299,0.8164576235067216,36363.40278066949
10.44,100.0,36364.20723829299,0.8044576235042769,36364.20723829299,0.8044576235042769,36363.40278066949
10.46,100.0,36364.195238292996,0.7924576235091081,36364.195238292996,0.7924576235091081,36363.40278066949
10.48,100.0,36364.18323829299,0.7804576235066634,36364.18323829299,0.7804576235066634,36363.40278066949
10.5,100.0,36364.17123829299,0.7684576235042186,36364.17123829299,0.7684576235042186,36363.40278066949
10.52,100.0,36364.159238292996,0.7564576235090499,36364.159238292996,0.7564576235090499,36363.40278066949
10.54,100.0,36364.14723829299,0.7444576235066052,36364.14723829299,0.7444576235066052,36363.40278066949
10.56,100.0,36364.13523829299,0.7324576235041604,36364.13523829299,0.7324576235041604,36363.40278066949
10.58,100.0,36364.123238292996,0.7204576235089917,36364.123238292996,0.7204576235089917,36363.40278066949
10.6,100.0,36364.11123829299,0.708457623506547,36364.11123829299,0.708457623506547,36363.40278066949
10.62,100.0,36364.09923829299,0.6964576235041022,36364.09923829299,0.6964576235041022,36363.40278066949
10.64,100.0,36364.087238292996,0.6844576235089335,36364.087238292996,0.6844576235089335,36363.40278066949
10.66,100.0,36364.07523829299,0.6724576235064887,36364.07523829299,0.6724576235064887,36363.40278066949
10.68,100.0,36364.06323829299,0.660457623504044,36364.06323829299,0.660457623504044,36363.40278066949
10.7,100.0,36364.051238292996,0.6484576235088753,36364.051238292996,0.6484576235088753,36363.40278066949
10.72,100.0,36364.03923829299,0.6364576235064305,36364.03923829299,0.6364576235064305,36363.40278066949
10.74,100.0,36364.02723829299,0.6244576235039858,36364.02723829299,0.6244576235039858,36363.40278066949
10.76,100.0,36364.015238292995,0.612457623508817,36364.015238292995,0.612457623508817,36363.40278066949
10.78,100.0,36364.00323829299,0.6004576235063723,36364.00323829299,0.6004576235063723,36363.40278066949
10.8,100.0,36363.99123829299,0.5884576235039276,36363.99123829299,0.5884576235039276,36363.40278066949
10.82,100.0,36363.979238292995,0.5764576235087588,36363.979238292995,0.5764576235087588,36363.40278066949
10.84,100.0,36363.96723829299,0.5644576235063141,36363.96723829299,0.5644576235063141,36363.40278066949
10.86,100.0,36363.95523829299,0.5524576235038694,36363.95523829299,0.5524576235038694,36363.40278066949
10.88,100.0,36363.943238292995,0.5404576235087006,36363.943238292995,0.5404576235087006,36363.40278066949
10.9,100.0,36363.93123829299,0.5284576235062559,36363.93123829299,0.5284576235062559,36363.40278066949
10.92,100.0,36363.91923829299,0.5164576235038112,36363.91923829299,0.5164576235038112,36363.40278066949
10.94,100.0,36363.907238292995,0.5044576235086424,36363.907238292995,0.5044576235086424,36363.40278066949
10.96,100.0,36363.89523829299,0.4924576235061977,36363.89523829299,0.4924576235061977,36363.40278066949
10.98,100.0,36363.88323829299,0.480457623503753,36363.88323829299,0.480457623503753,36363.40278066949
11.0,100.0,36363.871238292995,0.4684576235085842,36363.871238292995,0.4684576235085842,36363.40278066949
11.02,100.0,36363.85923829299,0.4564576235061395,36363.85923829299,0.4564576235061395,36363.40278066949
11.04,100.0,36363.84723829299,0.4444576235036948,36363.84723829299,0.4444576235036948,36363.40278066949
11.06,100.0,36363.835238292995,0.432457623508526,36363.835238292995,0.432457623508526,36363.40278066949
11.08,100.0,36363.82323829299,0.4204576235060813,36363.82323829299,0.4204576235060813,36363.40278066949
11.1,100.0,36363.81123829299,0.40845762350363657,36363.81123829299,0.40845762350363657,36363.40278066949
11.12,100.0,36363.799238292995,0.3964576235084678,36363.799238292995,0.3964576235084678,36363.40278066949
11.14,100.0,36363.78723829299,0.3844576235060231,36363.78723829299,0.3844576235060231,36363.40278066949
11.16,100.0,36363.77523829299,0.37245762350357836,36363.77523829299,0.37245762350357836,36363.40278066949
11.18,100.0,36363.763238292995,0.3604576235084096,36363.763238292995,0.3604576235084096,36363.40278066949
11.2,100.0,36363.75123829299,0.3484576235059649,36363.75123829299,0.3484576235059649,36363.40278066949
11.22,100.0,36363.73923829299,0.33645762350352015,36363.73923829299,0.33645762350352015,36363.40278066949
11.24,100.0,36363.727238292995,0.3244576235083514,36363.727238292995,0.3244576235083514,36363.40278066949
11.26,100.0,36363.71523829299,0.31245762350590667,36363.71523829299,0.31245762350590667,36363.40278066949
11.28,100.0,36363.703238293,0.3004576235107379,36363.703238293,0.3004576235107379,36363.40278066949
11.3,100.0,36363.691238292995,0.2884576235082932,36363.691238292995,0.2884576235082932,36363.40278066949
11.32,100.0,36363.67923829299,0.27645762350584846,36363.67923829299,0.27645762350584846,36363.40278066949
11.34,100.0,36363.667238293,0.2644576235106797,36363.667238293,0.2644576235106797,36363.40278066949
11.36,100.0,36363.655238292995,0.252457623508235,36363.655238292995,0.252457623508235,36363.40278066949
11.38,100.0,36363.64323829299,0.24045762350579025,36363.64323829299,0.24045762350579025,36363.40278066949
11.4,100.0,36363.631238293,0.2284576235106215,36363.631238293,0.2284576235106215,36363.40278066949
11.42,100.0,36363.619238292995,0.21645762350817677,36363.619238292995,0.21645762350817677,36363.40278066949
11.44,100.0,36363.60723829299,0.20445762350573204,36363.60723829299,0.20445762350573204,36363.40278066949
11.46,100.0,36363.595238293,0.19245762351056328,36363.595238293,0.19245762351056328,36363.40278066949
11.48,100.0,36363.583238292995,0.18045762350811856,36363.583238292995,0.18045762350811856,36363.40278066949
11.5,100.0,36363.57123829299,0.16845762350567384,36363.57123829299,0.16845762350567384,36363.40278066949
11.52,100.0,36363.559238293,0.15645762351050507,36363.559238293,0.15645762351050507,36363.40278066949
11.54,100.0,36363.547238292995,0.14445762350806035,36363.547238292995,0.14445762350806035,36363.40278066949
11.56,100.0,36363.53523829299,0.13245762350561563,36363.53523829299,0.13245762350561563,36363.40278066949
11.58,100.0,36363.523238293,0.12045762351044687,36363.523238293,0.12045762351044687,36363.40278066949
11.6,100.0,36363.511238292995,0.10845762350800214,36363.511238292995,0.10845762350800214,36363.40278066949
11.62,100.0,36363.49923829299,0.09645762350555742,36363.49923829299,0.09645762350555742,36363.40278066949
11.64,100.0,36363.487238293,0.08445762351038866,36363.487238293,0.08445762351038866,36363.40278066949
11.66,100.0,36363.475238292995,0.07245762350794394,36363.475238292995,0.07245762350794394,36363.40278066949
11.68,100.0,36363.46323829299,0.060457623505499214,36363.46323829299,0.060457623505499214,36363.40278066949
