cadence,mean_$M,std_$M,p05_$M,p95_$M
90d,36371.68586235962,1.2607398212012402,36369.61621159007,36373.275303295166
85d,35586.2147076184,1.2607398212009935,35584.14505684884,35587.80414855394
75d,34141.93498176672,1.2607398212004275,34139.86533099716,34143.52442270226
74d,33975.61600755445,1.2607398211999326,33973.546356784886,33977.20544848999
63d,31872.93165956032,1.260739821200717,31870.862008790766,31874.521100495862
60d,31208.65096327256,1.2607398212008067,31206.581312503004,31210.240404208103
45d,27066.49244708764,1.2607398212005148,27064.42279631808,27068.081888023178
30d,19746.62335640803,1.2607398211998222,19744.553705638475,19748.21279734357
25d,15645.131292293247,1.2607398212005534,15643.061641523687,15646.720733228789
