cap_label,cap_mwh_per_day,mean_$M,std_$M,delta_vs_lmp_$M,g_toll_total_mwh,toll_cost_$M,toll_lease_$M,binding_frac
peaker (720),720.0,19748.761385192476,1.4331260929753833,-2.827899436154039,57679.83077682,3.408665564488891,4.800000000000001,0.018141049836711203
intermediate (1500),1500.0,19748.981150451655,1.3989404633867757,-2.6081341769747812,71248.6014124,4.199901549667709,4.800000000000001,0.01075612944027778
near-nameplate (2280),2280.0,19749.002149806445,1.3966069116070614,-2.587134822187072,73163.53148302,4.310474041931269,4.800000000000001,0.007266591529507929
uncapped (None),inf,19749.002408360775,1.3965956366440997,-2.5868762678553323,73194.33148302,4.3122802625769365,4.800000000000001,
