scenario,mean_$M,std_$M,p05_$M,p95_$M,rev_bess_$M,lmp_cost_$M,toll_cost_$M,toll_lease_$M,bess_ch_$M,bess_lease_$M,ch_mwh,dis_dc_mwh,dis_grid_mwh,solve_s
LMP only,19751.589284628633,1.620612513226305,19748.95234624973,19753.609758557566,0.0,34.74917362882992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.39503264427185
LMP + toll,19749.002408360775,1.3965956366440997,19746.6938227777,19750.717423298298,0.0,28.223769634108677,4.3122802625769365,4.800000000000001,0.0,0.0,0.0,0.0,0.0,10.93110179901123
LMP + BESS Houston,19750.264411865228,1.557249659469172,19747.733902051572,19752.190647340514,2.096651534054615,33.79744204250371,0.0,0.0,1.3732558837846238,3.0,56539.29926825001,13802.76884786,38213.38651244,14.540249109268188
LMP + BESS West,19750.53510543929,1.541649749418532,19748.030673308658,19752.428616634166,2.2552869752703533,33.69000234668848,0.0,0.0,1.3686374467565958,3.0,59228.713726418,14512.12338074,39978.293280599995,14.478518724441528
LMP + BESS both,19749.210232675887,1.4781518651121075,19746.812229110503,19751.00950541711,4.762584132146513,33.1489163831838,0.0,0.0,2.7418933305412194,6.0,115768.012994668,22082.863643779998,84423.70837786,18.88183879852295
LMP + toll + BESS Houston,19747.677535597373,1.340213137011518,19745.47537857954,19749.34016870583,2.7703322982491194,27.945718811976906,4.3122802625769365,4.800000000000001,1.3732558837846205,3.0,56539.299268249975,7130.793674799843,44885.361685500015,17.650755405426025
LMP + toll + BESS West,19747.948229171434,1.3168772205014616,19745.772149836626,19749.58642054472,2.250438455606408,27.159749832303284,4.3122802625769365,4.800000000000001,1.3686374467565958,3.0,59228.713726418,14515.78209354,39974.6345678,16.48231339454651
LMP + toll + BESS both,19746.62335640803,1.2607398211998222,19744.553705638475,19748.21279734357,5.331755264868196,27.19268352118419,4.3122802625769365,4.800000000000001,2.7418933305412163,6.0,115768.01299466798,16254.088276959841,90252.48374468002,21.845773458480835
