site,physical_net_$M,virtual_floating_$M,virtual_breakeven_$M,virtual_net_@$3M_$M,phys_minus_virt_$M
HOUSTON,-1.9896545991973533,1.5224646633632204,1.5224646633632204,-1.4775353366367796,-0.5121192625605737
WEST,-1.9896545991973533,1.7797919288873294,1.7797919288873294,-1.2202080711126706,-0.7694465280846827
