scenario,use_toll,bess_sites,mean_$M,std_$M,p05_$M,p95_$M
LMP + toll,True,,148094.77349309062,26.975227045732215,148015.22525514237,148105.4598802128
LMP + toll + BESS West,True,WEST,148094.06454948397,25.85794110883717,148017.91859310307,148104.30488758266
LMP + toll + BESS Houston,True,HOUSTON,148093.79743788563,25.849376164495542,148017.57614465512,148104.05871786294
LMP + toll + BESS both,True,"HOUSTON,WEST",148093.08849427896,24.73207496851584,148020.27436525092,148102.9073029936
LMP only,False,,148092.47631042718,41.64363557004752,147967.5507476743,148108.33429659862
LMP + BESS West,False,WEST,148091.7673668205,40.52683753372461,147970.15683773076,148107.1272805476
LMP + BESS Houston,False,HOUSTON,148091.50025522217,40.518776953447265,147969.68302058938,148106.89189724863
LMP + BESS both,False,"HOUSTON,WEST",148090.79131161553,39.40201140465971,147972.21832439382,148105.68488119758
