cap_label,cap_mwh_per_day,mean_$M,std_$M,delta_vs_lmp_$M,g_toll_total_mwh,toll_cost_$M,toll_lease_$M,binding_frac
peaker (720),720.0,76109.38114358523,35.142638805697416,-0.6709521833228064,58273.73141984,4.062220573340883,4.800000000000001,0.018327839239834942
intermediate (1500),1500.0,76111.19553915603,30.368233588271757,1.1434433874682872,72270.59712975999,5.519889469383896,4.800000000000001,0.010910416233357487
near-nameplate (2280),2280.0,76112.24660492627,27.28203985800415,2.1945091577086715,74479.39712976,6.2548065982072725,4.800000000000001,0.007397283118182684
uncapped (None),inf,76112.34927843201,26.975227045733703,2.297182663445128,74546.59712975999,6.344073177470625,4.800000000000001,
