site,x,freq,floating_mean_$M,floating_std_$M,floating_p05_$M,floating_p95_$M,breakeven_fixed_$M,fixed_payment_$M,net_at_physical_$M
HOUSTON,1,D,0.5979036588924866,0.3072476464463038,0.47099982492828374,1.5136832886707308,0.5979036588924866,3.0,-2.402096341107513
WEST,1,D,0.6743598857784119,0.30847828576129005,0.5185309780831147,1.589833995151062,0.6743598857784119,3.0,-2.325640114221588
HOUSTON,2,D,1.0979165484173588,0.5883436336503256,0.8540362000497438,2.8265952166101074,1.0979165484173588,3.0,-1.9020834515826412
WEST,2,D,1.2412032011845706,0.5850932096354313,0.9503860246319581,2.9911236377590944,1.2412032011845706,3.0,-1.7587967988154294
HOUSTON,4,D,1.855224213833252,1.0766775496655931,1.4177181808395387,4.929356049268494,1.855224213833252,3.0,-1.144775786166748
WEST,4,D,2.1095538575961914,1.072431920042256,1.590740283931427,5.233489202520447,2.1095538575961914,3.0,-0.8904461424038084
HOUSTON,8,D,2.7376510724270022,1.7033453769666123,2.05801285772583,7.468395619769286,2.7376510724270022,3.0,-0.26234892757299777
WEST,8,D,3.0939645574421393,1.699368797852603,2.2852379825698854,7.902526638823241,3.0939645574421393,3.0,0.09396455744213937
