site,physical_net_$M,virtual_floating_$M,virtual_breakeven_$M,virtual_net_@$3M_$M,phys_minus_virt_$M
HOUSTON,-1.828669823112841,1.855224213833252,1.855224213833252,-1.144775786166748,-0.6838940369460931
WEST,-1.828669823112841,2.1095538575961914,2.1095538575961914,-0.8904461424038084,-0.9382236807090327
