site,physical_net_$M,virtual_floating_$M,virtual_breakeven_$M,virtual_net_@$3M_$M,phys_minus_virt_$M
HOUSTON,-1.8456118589614081,1.877655599091736,1.877655599091736,-1.122344400908264,-0.7232674580531442
WEST,-1.8456118589614081,2.1357794273668214,2.1357794273668214,-0.8642205726331784,-0.9813912863282297
