scenario,delta_mean,delta_std,delta_p05,delta_p95
LMP only,0.0,0.0,0.0,0.0
LMP + toll,2.3303838359634392,14.688682376239369,-2.958367552044365,45.745259071481264
LMP + BESS Houston,-0.9514366340026027,1.131782453607512,-1.4107147449452895,2.440775633941666
LMP + BESS West,-0.6812536246341188,1.118880655359734,-1.2127320485677047,2.654963261217199
LMP + BESS both,-1.6326902586355572,2.246599904216271,-2.59716343853579,4.994751764627289
LMP + toll + BESS Houston,1.3789472019611275,15.810862541151272,-4.355266766533168,48.247914782970476
LMP + toll + BESS West,1.6491302113272832,15.803154437841185,-4.095719350031868,48.42361981398135
LMP + toll + BESS both,0.6976935773275909,16.925721852191312,-5.493805578487081,50.9262755254771
