mw_reserved,base_mean_$M,base_std_$M,lease_at_default_$M,net_at_default_K_mean_$M,solve_s
0.0,76109.43845203724,41.6409796468182,0.0,76109.43845203724,0.0
20.0,76110.86701370333,38.70639566579594,0.96,76109.90701370333,10.552810192108154
40.0,76112.29452013003,35.77213892958808,1.92,76110.37452013003,9.966560125350952
60.0,76113.72092354133,32.838395635840364,2.88,76110.84092354131,10.545352220535278
80.0,76115.14578705846,29.90531248476356,3.84,76111.30578705846,10.642932891845703
100.0,76116.5688358732,26.973108195291807,4.8,76111.76883587323,10.674745559692383
