scenario,delta_mean,delta_std,delta_p05,delta_p95
LMP only,0.0,0.0,0.0,0.0
LMP + toll,-2.5577696827068577,0.32378376321285324,-2.958367552044365,-2.079859794197546
LMP + BESS Houston,-1.3248727634068929,0.0794582453182087,-1.4185916372320206,-1.1854620786129089
LMP + BESS West,-1.0541791893425398,0.09531304540243624,-1.2127320485677047,-0.9043672444233382
LMP + BESS both,-2.3790519527479774,0.15813156526899924,-2.59716343853579,-2.060686019605055
LMP + toll + BESS Houston,-3.882642446112586,0.39790546299268265,-4.355266766533168,-3.2939607292952133
LMP + toll + BESS West,-3.6119488720508524,0.3835956599624625,-4.095719350031868,-2.9652167665328313
LMP + toll + BESS both,-4.936821635454835,0.4585257517991707,-5.493805578487081,-4.15067904776879
