cap_label,cap_mwh_per_day,mean_$M,std_$M,delta_vs_lmp_$M,g_toll_total_mwh,toll_cost_$M,toll_lease_$M,binding_frac
peaker (720),720.0,76120.49495514603,1.441656176606843,-2.8035643291051384,58068.931419839995,3.4317920637430706,4.800000000000001,0.01826342700150966
intermediate (1500),1500.0,76120.71910454422,1.4072447646635071,-2.5794149309120256,71782.59712975999,4.231803703931345,4.800000000000001,0.010836744735772945
near-nameplate (2280),2280.0,76120.7404912381,1.4047830697158659,-2.558028237039398,73715.79712975999,4.343461645926251,4.800000000000001,0.00732144247490783
uncapped (None),inf,76120.74074979244,1.4047679984956927,-2.5577696827068577,73746.59712975999,4.345267866571916,4.800000000000001,
