site,physical_net_$M,virtual_floating_$M,virtual_breakeven_$M,virtual_net_@$3M_$M,phys_minus_virt_$M
HOUSTON,-1.995003477670366,1.5224646633632204,1.5224646633632204,-1.4775353366367796,-0.5174681410335864
WEST,-1.995003477670366,1.7797919288873294,1.7797919288873294,-1.2202080711126706,-0.7747954065576954
