scenario,use_toll,bess_sites,mean_$M,std_$M,p05_$M,p95_$M
LMP only,False,,148105.72273413377,1.6292252014697473,148103.1029034059,148107.74918914272
LMP + BESS West,False,WEST,148104.66855494442,1.5500687154982713,148102.18123046483,148106.56804721933
LMP + BESS Houston,False,HOUSTON,148104.39786137035,1.5660009052343018,148101.88445920777,148106.3300779257
LMP + BESS both,False,"HOUSTON,WEST",148103.343682181,1.486709286780905,148100.96278626667,148105.1489360023
LMP + toll,True,,148103.16496445108,1.4047679984933503,148100.86472086338,148104.90367833513
LMP + toll + BESS West,True,WEST,148102.11078526173,1.3247401721269634,148099.9430479223,148103.77525754416
LMP + toll + BESS Houston,True,HOUSTON,148101.84009168766,1.3485312110133787,148099.64627666524,148103.52642374265
LMP + toll + BESS both,True,"HOUSTON,WEST",148100.78591249828,1.268742378771892,148098.72460372414,148102.401634343
