cap_label,cap_mwh_per_day,mean_$M,std_$M,delta_vs_lmp_$M,g_toll_total_mwh,toll_cost_$M,toll_lease_$M,binding_frac
peaker (720),720.0,76120.71613716656,1.4327045815157893,-2.7873718022368847,58833.33141984001,3.4339980839826802,4.800000000000001,0.01850384064885266
intermediate (1500),1500.0,76120.94517041605,1.3976890735554628,-2.55833855274308,72919.38070228,4.245984336198092,4.800000000000001,0.01100836061326691
near-nameplate (2280),2280.0,76120.96728006273,1.3950572245416224,-2.5362289060570764,74927.78070228,4.3605917702094565,4.800000000000001,0.007441816510762299
uncapped (None),inf,76120.96755092991,1.3950416378938764,-2.535958038873214,74959.38070228,4.362422271170378,4.800000000000001,
