scenario,delta_mean,delta_std,delta_p05,delta_p95
LMP only,0.0,0.0,0.0,0.0
LMP + toll,-2.535958038873214,0.32509252387205884,-2.939534263044334,-2.0555183479344126
LMP + BESS Houston,-1.3331001119461143,0.07906672934675876,-1.4263573619733507,-1.1943761712311243
LMP + BESS West,-1.0634327031034627,0.09484155156224423,-1.2212028779809772,-0.914365658535826
LMP + BESS both,-2.396532815048413,0.15735017790076636,-2.6135694648037315,-2.0797416355337193
LMP + toll + BESS Houston,-3.869058150816418,0.39891949587225534,-4.342432411415212,-3.2781441123072
LMP + toll + BESS West,-3.599390741974639,0.3846641422857467,-4.083249794012227,-2.9502374024094027
LMP + toll + BESS both,-4.932490853921336,0.45927195468743465,-5.489202701063914,-4.144613718367328
