mw_reserved,base_mean_$M,base_std_$M,lease_at_default_$M,net_at_default_K_mean_$M,solve_s
0.0,76123.50350896879,1.6212128981855436,0.0,76123.50350896879,0.0
20.0,76123.95881209771,1.5738438314795782,0.96,76122.99881209769,9.788822889328003
40.0,76124.41305874998,1.5274643772168555,1.92,76122.49305874998,9.556470394134521
60.0,76124.86619970933,1.48220548778962,2.88,76121.98619970934,10.340503215789795
80.0,76125.31779618436,1.4380440868243516,3.84,76121.47779618436,10.451883792877197
100.0,76125.76755092993,1.3950416378938764,4.8,76120.96755092991,10.525115966796875
