scenario,delta_mean,delta_std,delta_p05,delta_p95
LMP only,0.0,0.0,0.0,0.0
LMP + toll,-2.6199020651209866,0.3185405938407381,-3.0238971099772245,-2.163503231362847
LMP + BESS Houston,-1.3495548054435493,0.07828369680036706,-1.4418888070100366,-1.2122043629939072
LMP + BESS West,-1.08193892429641,0.09389856185514242,-1.2381436997122364,-0.9343611674845308
LMP + BESS both,-2.431493729739377,0.15578741344101832,-2.646380419774869,-2.117851647524185
LMP + toll + BESS Houston,-3.9694568705641724,0.39155268774452284,-4.435694348766811,-3.4019321456282343
LMP + toll + BESS West,-3.7018409894170325,0.3777961586569816,-4.184489442781524,-3.0600352318682784
LMP + toll + BESS both,-5.051395794859782,0.4515526280904991,-5.606175697574327,-4.27223962544922
