scenario,mean_$M,std_$M,p05_$M,p95_$M,rev_bess_$M,lmp_cost_$M,toll_cost_$M,toll_lease_$M,bess_ch_$M,bess_lease_$M,ch_mwh,dis_dc_mwh,dis_grid_mwh,solve_s
LMP only,19752.201667196805,1.5967166826469272,19749.603604920383,19754.19239336705,0.0,34.13679106065926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.850167036056519
LMP + toll,19749.581765131687,1.3757588018491111,19747.3079855842,19751.271845788564,0.0,27.70955614488759,4.247136980892112,4.800000000000001,0.0,0.0,0.0,0.0,0.0,12.210849046707153
LMP + BESS Houston,19750.85211239136,1.5342908866089908,19748.358905324898,19752.74999401704,2.070139225729021,33.2043343542839,0.0,0.0,1.3521507375475952,3.0,56544.586224770006,13856.55287208,38164.46648822,17.190276384353638
LMP + BESS West,19751.119728272508,1.5189270780885653,19748.652204908052,19752.985377316054,2.2237551594728733,33.10474444071403,0.0,0.0,1.3377407037141518,3.0,59374.928259412,14405.038027800003,40219.89600378,15.595673322677612
LMP + BESS both,19749.770173467066,1.456368177942859,19747.407505312567,19751.542977966037,4.6917898639776,32.570183213114376,0.0,0.0,2.6898914412617465,6.0,115919.51448418201,21826.967605720005,84818.98578616,21.348748445510864
LMP + toll + BESS Houston,19748.232210326238,1.3202172931470335,19746.063285988716,19749.87068343871,2.7275736730340894,27.434533885817245,4.247136980892112,4.800000000000001,1.352150737547592,3.0,56544.58622476996,7122.684321859842,44898.335038440026,14.885352611541748
LMP + toll + BESS West,19748.499826207386,1.2972249120435317,19746.356585571866,19750.11434605093,2.2295887232606195,26.6833430887301,4.247136980892112,4.800000000000001,1.3377407037141518,3.0,59374.928259412,14367.896768280003,40257.0372633,15.568120241165161
LMP + toll + BESS both,19747.150271401944,1.2419252528916611,19745.111885976385,19748.716761461892,5.250624751341999,26.701783184707047,4.247136980892112,4.800000000000001,2.6898914412617434,6.0,115919.51448418194,16327.136370379845,90318.81702150003,21.698270559310913
