mw_reserved,base_mean_$M,base_std_$M,lease_at_default_$M,net_at_default_K_mean_$M,solve_s
0.0,19752.201667196805,1.5967166826469272,0.0,19752.201667196805,0.0
20.0,19752.6407279214,1.5500649205005463,0.96,19751.680727921397,11.491886615753174
40.0,19753.07842367508,1.5043637695522758,1.92,19751.158423675082,13.915862798690796
60.0,19753.514651746853,1.4598403411433158,2.88,19750.634651746852,13.813156604766846
80.0,19753.94923418458,1.4167939803900547,3.84,19750.10923418458,12.277387619018555
100.0,19754.38176513168,1.3757588018491111,4.8,19749.581765131687,11.177013874053955
