cap_label,cap_mwh_per_day,mean_$M,std_$M,delta_vs_lmp_$M,g_toll_total_mwh,toll_cost_$M,toll_lease_$M,binding_frac
peaker (720),720.0,19749.344525701643,1.4118004870163967,-2.85714149516054,57677.56084744,3.357532577873247,4.800000000000001,0.018140335914678944
intermediate (1500),1500.0,19749.560860902035,1.3780678801582622,-2.6408062947735744,71240.06155364,4.136848977454445,4.800000000000001,0.010754840210392512
near-nameplate (2280),2280.0,19749.581510550557,1.3757699486148363,-2.620156646247415,73146.99162426,4.245357801628759,4.800000000000001,0.0072649487930909135
uncapped (None),inf,19749.581765131687,1.3757588018491111,-2.6199020651209866,73177.79162426,4.247136980892112,4.800000000000001,
