cap_label,cap_mwh_per_day,mean_$M,std_$M,delta_vs_lmp_$M,g_toll_total_mwh,toll_cost_$M,toll_lease_$M,binding_frac
peaker (720),720.0,76119.54534869836,1.475685227334577,-2.7282266492859346,58793.33141984001,3.5356999317795688,4.800000000000001,0.018491260133554753
intermediate (1500),1500.0,76119.78133015908,1.4397766958444302,-2.492245188578963,72869.38070228,4.371138989060225,4.800000000000001,0.011000812304088165
near-nameplate (2280),2280.0,76119.80414469942,1.4370785710831515,-2.469430648245325,74893.78070228,4.490034389618126,4.800000000000001,0.0074384396356033874
uncapped (None),inf,76119.80442349946,1.4370625889653146,-2.469151848186448,74925.38070228,4.491920407051149,4.800000000000001,
