scenario,use_toll,bess_sites,mean_$M,std_$M,p05_$M,p95_$M
LMP only,False,,148104.6977900063,1.6692884152790084,148102.01350920796,148106.77403151174
LMP + BESS West,False,WEST,148103.68988170978,1.5881720535128703,148101.14138483538,148105.63601778226
LMP + BESS Houston,False,HOUSTON,148103.41405399615,1.604506113826657,148100.83882400888,148105.39373390315
LMP + BESS both,False,"HOUSTON,WEST",148102.40614569967,1.5232514140130173,148099.96669963628,148104.25572017368
LMP + toll,True,,148102.2286381581,1.4370625889629145,148099.87507982537,148104.0067304982
LMP + toll + BESS West,True,WEST,148101.22072986158,1.3550314305414755,148099.00295545277,148102.92283291553
LMP + toll + BESS Houston,True,HOUSTON,148100.94490214795,1.3794902471270378,148098.70039462627,148102.66932218528
LMP + toll + BESS both,True,"HOUSTON,WEST",148099.93699385144,1.2977068150759665,148097.82827025367,148101.58914537495
