scenario,delta_mean,delta_std,delta_p05,delta_p95
LMP only,0.0,0.0,0.0,0.0
LMP + toll,-2.469151848186448,0.3341126893647325,-2.884379689930938,-1.9751025491343173
LMP + BESS Houston,-1.2837360101286321,0.0814158265565419,-1.3797630103588745,-1.14089154841422
LMP + BESS West,-1.0079082965062116,0.09767015774471678,-1.170372959319502,-0.8543727961659898
LMP + BESS both,-2.291644306637754,0.16203807988029875,-2.5151279011013683,-1.9654057209358142
LMP + toll + BESS Houston,-3.752887858316535,0.41010758027244437,-4.240204550098133,-3.145063273580308
LMP + toll + BESS West,-3.477060144691204,0.3954306309565293,-3.974782898800913,-2.8101216243660025
LMP + toll + BESS both,-4.760796154822747,0.47224005008851944,-5.333535732524615,-3.951013651682297
