site,physical_net_$M,virtual_floating_$M,virtual_breakeven_$M,virtual_net_@$3M_$M,phys_minus_virt_$M
HOUSTON,-2.177552014464233,1.3030936926853027,1.3030936926853027,-1.6969063073146973,-0.4806457071495356
WEST,-2.177552014464233,1.548679091308594,1.548679091308594,-1.451320908691406,-0.7262311057728268
