scenario,delta_mean,delta_std,delta_p05,delta_p95
LMP only,0.0,0.0,0.0,0.0
LMP + toll,1.2140637223183877,0.14663004793104056,1.020102997397771,1.44431145418348
LMP + BESS Houston,-1.5865049713195185,0.04780621706839763,-1.6433197388199914,-1.4986153391189874
LMP + BESS West,-1.3119902334467042,0.06334220274936841,-1.4180687333013338,-1.2097733846996563
LMP + BESS both,-2.8984952047641857,0.10179116033384965,-3.040986585905921,-2.6945974293128527
LMP + toll + BESS Houston,-0.3724412490008399,0.19003154816178122,-0.6114280366178718,-0.07339873805976826
LMP + toll + BESS West,-0.09792651112627937,0.18776930658231084,-0.34873481368704234,0.23920290263995386
LMP + toll + BESS both,-1.6844314824443427,0.23223415364025493,-1.9779620118970342,-1.2669683935768266
